km_age,mark,model,power,segment,state,transmission,year,engine_type,region,body_type,color,drive_type,wheell_type,condition,owners_count,customs_cleared,price
7672,MAZDA,3,120,MEDIUM,used,AUTOMATIC,2019,GASOLINE,Москва,седан,серый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1880000
0,NISSAN,X_TRAIL,144,MEDIUM,new,MECHANICAL,2020,GASOLINE,Москва,внедорожник 5 дв.,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,1800000
181338,SKODA,OCTAVIA,122,MEDIUM,used,MECHANICAL,2011,GASOLINE,Москва,универсал 5 дв.,зелёный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,549000
57060,AUDI,A4,150,PREMIUM,used,ROBOT,2017,GASOLINE,Москва,седан,красный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1699000
335000,BMW,X5,231,PREMIUM,used,AUTOMATIC,2006,GASOLINE,Москва,внедорожник 5 дв.,серебристый,полный,Левый,Не требует ремонта,3 или более,Растаможен,598000
112000,VOLKSWAGEN,PASSAT,180,MEDIUM,used,ROBOT,2018,GASOLINE,Москва,седан,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1585000
119000,HYUNDAI,IX35,150,MEDIUM,used,AUTOMATIC,2012,GASOLINE,Москва,внедорожник 5 дв.,синий,полный,Левый,Не требует ремонта,1 владелец,Растаможен,829000
0,NISSAN,QASHQAI,115,MEDIUM,new,MECHANICAL,2020,GASOLINE,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,1621000
117000,FORD,FOCUS,125,MEDIUM,used,MECHANICAL,2011,GASOLINE,Москва,седан,белый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,419000
119676,VOLKSWAGEN,TOUAREG,249,PREMIUM,used,AUTOMATIC,2012,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1614000
110000,HYUNDAI,MATRIX,103,MEDIUM,used,AUTOMATIC,2009,GASOLINE,Москва,компактвэн,синий,передний,Левый,Не требует ремонта,1 владелец,Растаможен,329000
63802,LEXUS,LX,272,PREMIUM,used,AUTOMATIC,2017,DIESEL,Москва,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,5730000
0,MERCEDES,G_KLASSE,249,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,13052800
87000,KIA,SPORTAGE,150,MEDIUM,used,AUTOMATIC,2014,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1290000
159772,AUDI,Q5,177,PREMIUM,used,ROBOT,2014,DIESEL,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1423000
0,NISSAN,X_TRAIL,144,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,зелёный,неизвестно,Левый,Новая,0 владелецев,Растаможен,2112000
105550,SKODA,OCTAVIA,110,MEDIUM,used,AUTOMATIC,2017,GASOLINE,Балашиха,лифтбек,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1249000
62036,VAZ,VESTA,106,ECONOMY,used,ROBOT,2018,GASOLINE,Москва,седан,красный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,665000
0,SKODA,RAPID,125,ECONOMY,new,ROBOT,2020,GASOLINE,Москва,лифтбек,синий,неизвестно,Левый,Новая,0 владелецев,Растаможен,1315700
107000,VOLVO,XC60,181,PREMIUM,used,AUTOMATIC,2014,DIESEL,Москва,внедорожник 5 дв.,синий,полный,Левый,Не требует ремонта,3 или более,Растаможен,1599000
128000,PEUGEOT,308,120,MEDIUM,used,AUTOMATIC,2010,GASOLINE,Москва,хэтчбек 5 дв.,белый,передний,Левый,Не требует ремонта,3 или более,Растаможен,359000
137000,AUDI,A3,102,PREMIUM,used,AUTOMATIC,2008,GASOLINE,Москва и Московская область,хэтчбек 5 дв.,серый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,465000
104000,NISSAN,JUKE,117,MEDIUM,used,VARIATOR,2012,GASOLINE,Москва и Московская область,внедорожник 5 дв.,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,659000
58976,RENAULT,DUSTER,114,ECONOMY,used,MECHANICAL,2016,GASOLINE,Москва,внедорожник 5 дв.,коричневый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,810000
0,VAZ,NIVA,80,ECONOMY,new,MECHANICAL,2020,GASOLINE,Москва,внедорожник 5 дв.,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,857000
26000,HYUNDAI,IX35,150,MEDIUM,used,AUTOMATIC,2012,GASOLINE,Москва,внедорожник 5 дв.,синий,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1047000
0,SKODA,RAPID,125,ECONOMY,new,ROBOT,2020,GASOLINE,Москва,лифтбек,серебристый,неизвестно,Левый,Новая,0 владелецев,Растаможен,1210400
76210,KIA,CEED,122,MEDIUM,used,AUTOMATIC,2011,GASOLINE,Москва,хэтчбек 5 дв.,серебристый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,650000
165181,SKODA,YETI,105,MEDIUM,used,MECHANICAL,2010,GASOLINE,Москва,внедорожник 5 дв.,серебристый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,440000
92692,MERCEDES,S_KLASSE,530,PREMIUM,used,AUTOMATIC,2015,GASOLINE,Москва,седан,чёрный,задний,Левый,Не требует ремонта,2 владельца,Растаможен,14850000
120000,TOYOTA,COROLLA,124,MEDIUM,used,ROBOT,2007,GASOLINE,Москва,седан,чёрный,передний,Левый,Не требует ремонта,2 владельца,Растаможен,439000
109486,BMW,7ER,450,PREMIUM,used,AUTOMATIC,2017,GASOLINE,Москва,седан,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,2997000
134000,TOYOTA,AVENSIS,129,MEDIUM,used,MECHANICAL,2006,GASOLINE,Москва,седан,синий,передний,Левый,Не требует ремонта,2 владельца,Растаможен,499000
181000,HYUNDAI,IX35,150,MEDIUM,used,AUTOMATIC,2013,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,860000
45150,KIA,SPORTAGE,150,MEDIUM,used,AUTOMATIC,2018,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1850000
140000,VAZ,2114,81,ECONOMY,used,MECHANICAL,2010,GASOLINE,Москва,хэтчбек 5 дв.,серебристый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,139807
0,MITSUBISHI,OUTLANDER,146,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,серебристый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2128000
107164,BMW,X5,313,PREMIUM,used,AUTOMATIC,2015,DIESEL,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,3 или более,Растаможен,3337000
189358,SSANG_YONG,REXTON,163,MEDIUM,used,AUTOMATIC,2006,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,497000
69421,FORD,EXPLORER,249,MEDIUM,used,AUTOMATIC,2018,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2738000
132464,FORD,FOCUS,145,MEDIUM,used,AUTOMATIC,2008,GASOLINE,Москва,хэтчбек 5 дв.,чёрный,передний,Левый,Не требует ремонта,3 или более,Растаможен,390000
104000,CITROEN,C4,120,MEDIUM,used,AUTOMATIC,2011,GASOLINE,Москва,хэтчбек 5 дв.,белый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,459000
0,AUDI,A4,150,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,седан,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2363000
128414,OPEL,ZAFIRA,140,MEDIUM,used,AUTOMATIC,2013,GASOLINE,Москва,компактвэн,коричневый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,795000
0,AUDI,A5,249,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,купе,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,3688000
109000,LAND_ROVER,RANGE_ROVER,306,PREMIUM,used,AUTOMATIC,2009,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,3 или более,Растаможен,849000
42701,NISSAN,JUKE,117,MEDIUM,used,VARIATOR,2012,GASOLINE,Москва,внедорожник 5 дв.,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,800000
227000,PORSCHE,CAYENNE,250,PREMIUM,used,AUTOMATIC,2005,GASOLINE,Москва,внедорожник 5 дв.,серебристый,полный,Левый,Не требует ремонта,3 или более,Растаможен,500000
145000,TOYOTA,CAMRY,167,MEDIUM,used,AUTOMATIC,2007,GASOLINE,Москва,седан,серебристый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,820000
106000,TAGAZ,TAGER,150,ECONOMY,used,MECHANICAL,2008,GASOLINE,Москва,внедорожник 3 дв.,белый,полный,Левый,Не требует ремонта,3 или более,Растаможен,339000
0,NISSAN,X_TRAIL,144,MEDIUM,new,MECHANICAL,2020,GASOLINE,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,1806000
137135,HYUNDAI,SOLARIS,123,ECONOMY,used,AUTOMATIC,2012,GASOLINE,Москва,седан,белый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,490000
0,NISSAN,X_TRAIL,144,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2019000
640,KIA,RIO,123,MEDIUM,used,AUTOMATIC,2019,GASOLINE,Москва,хэтчбек 5 дв.,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1339807
31000,MERCEDES,CLA_KLASSE,150,PREMIUM,used,ROBOT,2015,GASOLINE,Москва,седан,белый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,1560000
165,HYUNDAI,SONATA,180,MEDIUM,used,AUTOMATIC,2020,GASOLINE,Москва,седан,чёрный,передний,Левый,Не требует ремонта,3 или более,Растаможен,2050000
0,NISSAN,X_TRAIL,171,MEDIUM,new,VARIATOR,2020,GASOLINE,Химки,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,2376000
19469,MINI,HATCH,136,PREMIUM,used,ROBOT,2019,GASOLINE,Москва,хэтчбек 3 дв.,красный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1548000
0,SKODA,RAPID,110,ECONOMY,new,AUTOMATIC,2020,GASOLINE,Москва,лифтбек,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,1009900
109544,BMW,3ER,136,PREMIUM,used,AUTOMATIC,2010,GASOLINE,Москва,седан,красный,задний,Левый,Не требует ремонта,2 владельца,Растаможен,669000
57683,LAND_ROVER,DISCOVERY_SPORT,240,MEDIUM,used,AUTOMATIC,2017,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2587000
220000,VOLKSWAGEN,TIGUAN,140,MEDIUM,used,AUTOMATIC,2009,DIESEL,Балашиха,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,759000
149000,VOLKSWAGEN,JETTA,110,MEDIUM,used,AUTOMATIC,2018,GASOLINE,Москва,седан,серебристый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,879000
109000,NISSAN,QASHQAI,117,MEDIUM,used,VARIATOR,2013,GASOLINE,Москва,внедорожник 5 дв.,чёрный,передний,Левый,Не требует ремонта,3 или более,Растаможен,729000
162640,SSANG_YONG,REXTON,163,MEDIUM,used,AUTOMATIC,2013,DIESEL,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,910000
0,MITSUBISHI,OUTLANDER,146,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,1929000
158999,MAZDA,3,105,MEDIUM,used,AUTOMATIC,2008,GASOLINE,Москва,седан,красный,передний,Левый,Не требует ремонта,2 владельца,Растаможен,370000
33000,RENAULT,KAPTUR,114,MEDIUM,used,VARIATOR,2017,GASOLINE,Москва,внедорожник 5 дв.,коричневый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1090000
69382,TOYOTA,FORTUNER,177,MEDIUM,used,AUTOMATIC,2018,DIESEL,Москва,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2724000
111000,FORD,KUGA,150,MEDIUM,used,AUTOMATIC,2015,GASOLINE,Москва,внедорожник 5 дв.,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,930000
145000,FORD,KUGA,150,MEDIUM,used,AUTOMATIC,2015,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,998000
181000,MAZDA,CX_5,192,MEDIUM,used,AUTOMATIC,2016,GASOLINE,Москва,внедорожник 5 дв.,красный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1628000
329197,OPEL,FRONTERA,125,MEDIUM,used,MECHANICAL,1993,GASOLINE,Москва,внедорожник 5 дв.,синий,полный,Левый,Не требует ремонта,3 или более,Растаможен,225000
0,MERCEDES,CLS_KLASSE,299,PREMIUM,new,AUTOMATIC,2019,GASOLINE,Москва,седан,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,7300000
127739,AUDI,Q5,225,PREMIUM,used,AUTOMATIC,2014,GASOLINE,Москва,внедорожник 5 дв.,коричневый,полный,Левый,Не требует ремонта,3 или более,Растаможен,1564000
45100,FORD,FOCUS,105,MEDIUM,used,ROBOT,2016,GASOLINE,Москва,седан,серебристый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,830000
36496,TOYOTA,RAV_4,146,MEDIUM,used,VARIATOR,2016,GASOLINE,Балашиха,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1859000
0,MITSUBISHI,OUTLANDER,146,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,коричневый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2080500
0,MITSUBISHI,ASX,150,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2082960
168720,VOLKSWAGEN,POLO,75,ECONOMY,used,MECHANICAL,2005,GASOLINE,Москва,хэтчбек 5 дв.,голубой,передний,Левый,Не требует ремонта,1 владелец,Растаможен,270000
17530,RENAULT,DUSTER,143,ECONOMY,used,MECHANICAL,2019,GASOLINE,Балашиха,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1049000
15315,VAZ,GRANTA,98,ECONOMY,used,AUTOMATIC,2018,GASOLINE,Москва,седан,белый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,582300
495068,NISSAN,NAVARA,174,MEDIUM,used,MECHANICAL,2006,DIESEL,Москва и Московская область,пикап двойная кабина,серый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,509000
93000,KIA,SPORTAGE,150,MEDIUM,used,AUTOMATIC,2015,GASOLINE,Москва,внедорожник 5 дв.,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1218000
106000,KIA,SPORTAGE,150,MEDIUM,used,AUTOMATIC,2010,GASOLINE,Москва,внедорожник 5 дв.,серебристый,полный,Левый,Не требует ремонта,3 или более,Растаможен,799000
98000,VOLKSWAGEN,TIGUAN,170,MEDIUM,used,AUTOMATIC,2010,GASOLINE,Москва,внедорожник 5 дв.,красный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,750000
52955,BMW,X6,249,PREMIUM,used,AUTOMATIC,2015,DIESEL,Москва,внедорожник 5 дв.,красный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,3473000
47721,MITSUBISHI,PAJERO_SPORT,181,MEDIUM,used,AUTOMATIC,2017,DIESEL,Балашиха,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2399000
2000,BMW,3ER,184,PREMIUM,used,AUTOMATIC,2019,GASOLINE,Москва,седан,синий,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2989999
0,NISSAN,X_TRAIL,144,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,2398000
354538,FORD,FOCUS,100,MEDIUM,used,MECHANICAL,2011,GASOLINE,Москва,универсал 5 дв.,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,269000
115000,KIA,SPORTAGE,150,MEDIUM,used,AUTOMATIC,2014,GASOLINE,Москва,внедорожник 5 дв.,коричневый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1200000
62919,NISSAN,QASHQAI,117,MEDIUM,used,VARIATOR,2012,GASOLINE,Москва,внедорожник 5 дв.,серый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,588000
0,NISSAN,X_TRAIL,171,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,зелёный,неизвестно,Левый,Новая,0 владелецев,Растаможен,2421000
132076,KIA,SORENTO,175,MEDIUM,used,AUTOMATIC,2014,GASOLINE,Москва,внедорожник 5 дв.,зелёный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1399000
144000,VOLKSWAGEN,PASSAT,150,MEDIUM,used,AUTOMATIC,2007,GASOLINE,Москва,универсал 5 дв.,чёрный,передний,Левый,Не требует ремонта,3 или более,Растаможен,459000
265000,KIA,SORENTO,140,MEDIUM,used,AUTOMATIC,2004,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,415000
104000,VOLKSWAGEN,TOURAN,140,MEDIUM,used,ROBOT,2007,DIESEL,Москва,компактвэн,серый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,475000
94205,CHEVROLET,CRUZE,141,MEDIUM,used,AUTOMATIC,2013,GASOLINE,Москва,седан,белый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,579000
43330,LAND_ROVER,RANGE_ROVER_SPORT,249,PREMIUM,used,AUTOMATIC,2018,DIESEL,Москва,внедорожник 5 дв.,синий,полный,Левый,Не требует ремонта,1 владелец,Растаможен,5560001
0,MERCEDES,GLC_COUPE,194,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,серебристый,неизвестно,Левый,Новая,0 владелецев,Растаможен,5414600
47575,SKODA,KODIAQ,150,MEDIUM,used,ROBOT,2018,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1900000
0,NISSAN,QASHQAI,144,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,1970000
124000,AUDI,Q5,177,PREMIUM,used,ROBOT,2013,DIESEL,Москва,внедорожник 5 дв.,коричневый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1270000
230849,NISSAN,X_TRAIL,144,MEDIUM,used,VARIATOR,2016,GASOLINE,Москва,внедорожник 5 дв.,зелёный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1210000
104050,NISSAN,TERRANO,135,ECONOMY,used,AUTOMATIC,2014,GASOLINE,Москва,внедорожник 5 дв.,серый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,670000
0,MERCEDES,A_KLASSE,150,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,хэтчбек 5 дв.,серебристый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2654800
0,MERCEDES,CLA_KLASSE,150,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,седан,жёлтый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2639750
0,MINI,COUNTRYMAN,306,PREMIUM,new,AUTOMATIC,2020,GASOLINE,Москва,внедорожник 5 дв.,зелёный,неизвестно,Левый,Новая,0 владелецев,Растаможен,3863600
0,NISSAN,X_TRAIL,171,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2281000
165000,FORD,FOCUS,100,MEDIUM,used,AUTOMATIC,2007,GASOLINE,Москва,седан,серебристый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,335000
134000,FORD,GALAXY,125,MEDIUM,used,MECHANICAL,2007,DIESEL,Москва,минивэн,золотистый,передний,Левый,Не требует ремонта,3 или более,Растаможен,549000
0,MITSUBISHI,OUTLANDER,146,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,коричневый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2156500
30334,FORD,KUGA,150,MEDIUM,used,AUTOMATIC,2015,GASOLINE,Москва,внедорожник 5 дв.,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1250000
0,VOLVO,XC90,407,PREMIUM,new,AUTOMATIC,2020,HYBRID,Москва,внедорожник 5 дв.,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,7362400
268050,SKODA,OCTAVIA,80,MEDIUM,used,MECHANICAL,2008,GASOLINE,Москва и Московская область,лифтбек,серый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,348000
108000,NISSAN,X_TRAIL,150,MEDIUM,used,AUTOMATIC,2013,DIESEL,Москва,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,959000
96000,OPEL,MOKKA,140,MEDIUM,used,AUTOMATIC,2013,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,819000
0,LEXUS,RX,238,PREMIUM,new,AUTOMATIC,2020,GASOLINE,Москва,внедорожник 5 дв.,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,4835000
84203,MERCEDES,V_KLASSE,190,PREMIUM,used,AUTOMATIC,2018,DIESEL,Москва,минивэн,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,5399000
34855,MAZDA,CX_5,194,MEDIUM,used,AUTOMATIC,2019,GASOLINE,Москва,внедорожник 5 дв.,синий,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2390000
47578,CHEVROLET,TAHOE,426,PREMIUM,used,AUTOMATIC,2018,GASOLINE,Москва,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,4104000
209785,SKODA,YETI,105,MEDIUM,used,ROBOT,2011,GASOLINE,Москва,внедорожник 5 дв.,коричневый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,430000
0,VOLKSWAGEN,PASSAT,150,MEDIUM,new,ROBOT,2020,GASOLINE,Москва,седан,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2689000
96000,GREAT_WALL,HOVERH3,150,MEDIUM,used,MECHANICAL,2014,GASOLINE,Москва,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,775000
170810,HYUNDAI,IX35,150,MEDIUM,used,AUTOMATIC,2012,GASOLINE,Москва,внедорожник 5 дв.,коричневый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,849000
180000,DAEWOO,NEXIA,85,ECONOMY,used,MECHANICAL,2006,GASOLINE,Москва,седан,серебристый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,32000
0,NISSAN,X_TRAIL,144,MEDIUM,new,VARIATOR,2020,GASOLINE,Химки,внедорожник 5 дв.,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2287000
0,VOLKSWAGEN,JETTA,110,MEDIUM,new,AUTOMATIC,2020,GASOLINE,Москва,седан,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,1862000
0,NISSAN,X_TRAIL,144,MEDIUM,new,MECHANICAL,2020,GASOLINE,Москва,внедорожник 5 дв.,синий,неизвестно,Левый,Новая,0 владелецев,Растаможен,1806000
0,NISSAN,X_TRAIL,144,MEDIUM,new,VARIATOR,2020,GASOLINE,Химки,внедорожник 5 дв.,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2025000
0,NISSAN,X_TRAIL,144,MEDIUM,new,VARIATOR,2020,GASOLINE,Химки,внедорожник 5 дв.,синий,неизвестно,Левый,Новая,0 владелецев,Растаможен,2287000
55538,MERCEDES,E_KLASSE,197,PREMIUM,used,AUTOMATIC,2018,GASOLINE,Москва,седан,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2918000
43848,INFINITI,Q50,211,PREMIUM,used,AUTOMATIC,2015,GASOLINE,Москва,седан,чёрный,задний,Левый,Не требует ремонта,1 владелец,Растаможен,1724000
156000,HYUNDAI,I30,126,MEDIUM,used,MECHANICAL,2011,GASOLINE,Москва,хэтчбек 5 дв.,синий,передний,Левый,Не требует ремонта,1 владелец,Растаможен,439800
0,MITSUBISHI,OUTLANDER,146,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,1852500
85932,VOLKSWAGEN,TIGUAN,180,MEDIUM,used,ROBOT,2018,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2299000
0,SKODA,RAPID,125,ECONOMY,new,ROBOT,2020,GASOLINE,Москва,лифтбек,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,1189100
153338,FORD,FOCUS,100,MEDIUM,used,AUTOMATIC,2011,GASOLINE,Москва,хэтчбек 5 дв.,белый,передний,Левый,Не требует ремонта,3 или более,Растаможен,440000
92000,VOLKSWAGEN,PASSAT,180,MEDIUM,used,ROBOT,2017,GASOLINE,Москва,седан,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1585000
47000,VOLKSWAGEN,TIGUAN,150,MEDIUM,used,ROBOT,2015,GASOLINE,Москва,внедорожник 5 дв.,серебристый,передний,Левый,Не требует ремонта,3 или более,Растаможен,965000
9030,TOYOTA,RAV_4,199,MEDIUM,used,AUTOMATIC,2019,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2722000
0,MERCEDES,V_KLASSE,190,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,минивэн,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,7735108
130724,RENAULT,DUSTER,135,ECONOMY,used,AUTOMATIC,2013,GASOLINE,Москва,внедорожник 5 дв.,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,589000
0,MITSUBISHI,OUTLANDER,146,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,серебристый,неизвестно,Левый,Новая,0 владелецев,Растаможен,1852500
85500,SSANG_YONG,ACTYON,149,MEDIUM,used,AUTOMATIC,2013,DIESEL,Москва,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,755000
71000,KIA,CEED,130,MEDIUM,used,MECHANICAL,2015,GASOLINE,Москва,хэтчбек 5 дв.,серый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,779807
0,MITSUBISHI,OUTLANDER,146,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2108050
67764,RENAULT,KAPTUR,143,MEDIUM,used,AUTOMATIC,2017,GASOLINE,Москва,внедорожник 5 дв.,оранжевый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1069000
